,work_year,experience_level,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
132,2023,SE,Data Science & Machine Learning,176100.0,North America,0,North America,L
133,2023,MI,Data Engineering & Infrastructure,100000.0,North America,100,North America,M
134,2023,MI,Data Engineering & Infrastructure,70000.0,North America,100,North America,M
135,2023,EN,Data Engineering & Infrastructure,85000.0,North America,0,North America,M
136,2023,EN,Data Engineering & Infrastructure,65000.0,North America,0,North America,M
137,2023,SE,Data Science & Machine Learning,138784.0,North America,100,North America,M
138,2023,SE,Data Science & Machine Learning,83270.0,North America,100,North America,M
139,2023,EN,Data Analysis & Analytics,75000.0,North America,0,North America,M
140,2023,EN,Data Analysis & Analytics,70000.0,North America,0,North America,M
141,2023,SE,Data Analysis & Analytics,204500.0,North America,0,North America,M
142,2023,SE,Data Analysis & Analytics,138900.0,North America,0,North America,M
143,2023,SE,Data Science & Machine Learning,301099.75,North America,100,North America,M
144,2023,SE,Data Science & Machine Learning,212200.0,North America,100,North America,M
145,2023,SE,Data Engineering & Infrastructure,95000.0,North America,100,North America,M
146,2023,SE,Data Engineering & Infrastructure,75000.0,North America,100,North America,M
147,2023,SE,Data Science & Machine Learning,195000.0,North America,0,North America,M
148,2023,SE,Data Science & Machine Learning,160000.0,North America,0,North America,M
149,2023,SE,Data Analysis & Analytics,230000.0,North America,0,North America,M
150,2023,SE,Data Analysis & Analytics,143200.0,North America,0,North America,M
151,2023,MI,Data Engineering & Infrastructure,100000.0,North America,100,North America,M
152,2023,MI,Data Engineering & Infrastructure,70000.0,North America,100,North America,M
153,2023,MI,Data Analysis & Analytics,105000.0,North America,50,North America,L
154,2023,MI,Data Science & Machine Learning,20670.0,Other,100,Other,L
155,2023,MI,Data Analysis & Analytics,46178.0,Europe,0,Europe,M
156,2023,MI,Data Analysis & Analytics,42533.0,Europe,0,Europe,M
157,2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
158,2023,SE,Data Engineering & Infrastructure,115000.0,North America,0,North America,M
159,2023,SE,Data Analysis & Analytics,168400.0,North America,0,North America,M
160,2023,SE,Data Analysis & Analytics,105200.0,North America,0,North America,M
161,2023,SE,Data Science & Machine Learning,301099.75,North America,0,North America,L
162,2023,SE,Data Science & Machine Learning,159100.0,North America,0,North America,L
163,2023,SE,Data Science & Machine Learning,190000.0,North America,0,North America,M
164,2023,SE,Data Science & Machine Learning,150000.0,North America,0,North America,M
165,2023,MI,Data Engineering & Infrastructure,162500.0,North America,0,North America,M
166,2023,MI,Data Engineering & Infrastructure,130000.0,North America,0,North America,M
167,2023,SE,Data Analysis & Analytics,150000.0,North America,100,North America,M
168,2023,SE,Data Analysis & Analytics,120000.0,North America,100,North America,M
169,2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
170,2023,SE,Data Engineering & Infrastructure,120000.0,North America,0,North America,M
171,2023,SE,Data Science & Machine Learning,222200.0,North America,0,North America,L
172,2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,L
173,2023,SE,Data Analysis & Analytics,54685.0,Other,100,Other,M
174,2023,SE,Data Analysis & Analytics,42533.0,Other,100,Other,M
175,2023,SE,Data Engineering & Infrastructure,241000.0,North America,0,North America,M
176,2023,SE,Data Engineering & Infrastructure,155000.0,North America,0,North America,M
177,2023,SE,Data Engineering & Infrastructure,220000.0,North America,100,North America,M
178,2023,SE,Data Engineering & Infrastructure,190000.0,North America,100,North America,M
179,2023,MI,Data Science & Machine Learning,66837.0,Europe,0,Europe,M
180,2023,MI,Data Science & Machine Learning,54685.0,Europe,0,Europe,M
181,2020,EX,Data Analysis & Analytics,15000.0,Other,0,North America,M
182,2023,MI,Data Engineering & Infrastructure,85066.0,Europe,100,Europe,M
183,2023,MI,Data Engineering & Infrastructure,57723.0,Europe,100,Europe,M
184,2023,EN,Data Analysis & Analytics,85000.0,North America,100,North America,M
185,2023,EN,Data Analysis & Analytics,75000.0,North America,100,North America,M
186,2023,SE,Data Engineering & Infrastructure,160000.0,North America,0,North America,M
187,2023,SE,Data Engineering & Infrastructure,140000.0,North America,0,North America,M
188,2023,MI,Data Science & Machine Learning,300000.0,North America,0,North America,M
189,2023,MI,Data Science & Machine Learning,250000.0,North America,0,North America,M
190,2023,SE,Data Science & Machine Learning,228000.0,North America,0,North America,M
191,2023,SE,Data Science & Machine Learning,186000.0,North America,0,North America,M
192,2023,SE,Data Science & Machine Learning,190000.0,North America,0,North America,M
193,2023,SE,Data Science & Machine Learning,170000.0,North America,0,North America,M
194,2023,MI,Data Science & Machine Learning,230000.0,North America,0,North America,M
195,2023,MI,Data Science & Machine Learning,200000.0,North America,0,North America,M
196,2023,SE,Data Engineering & Infrastructure,180000.0,North America,100,North America,M
197,2023,SE,Data Engineering & Infrastructure,115000.0,North America,100,North America,M
198,2023,SE,Data Engineering & Infrastructure,200000.0,North America,100,North America,M
199,2023,SE,Data Engineering & Infrastructure,115000.0,North America,100,North America,M
200,2023,SE,Data Engineering & Infrastructure,53654.0,Europe,50,Europe,S
201,2023,EX,Data Engineering & Infrastructure,220000.0,North America,0,North America,M
202,2023,EX,Data Engineering & Infrastructure,205000.0,North America,0,North America,M
203,2023,MI,Data Engineering & Infrastructure,180000.0,North America,0,North America,M
204,2023,MI,Data Engineering & Infrastructure,130000.0,North America,0,North America,M
205,2023,SE,Data Engineering & Infrastructure,200000.0,North America,100,North America,M
206,2023,SE,Data Engineering & Infrastructure,150000.0,North America,100,North America,M
207,2023,SE,Artificial Intelligence (AI),215000.0,North America,0,North America,M
208,2023,SE,Artificial Intelligence (AI),170000.0,North America,0,North America,M
209,2023,SE,Data Science & Machine Learning,247500.0,North America,0,North America,M
210,2023,SE,Data Science & Machine Learning,172200.0,North America,0,North America,M
211,2023,SE,Data Science & Machine Learning,224000.0,North America,0,North America,M
212,2023,SE,Data Science & Machine Learning,176000.0,North America,0,North America,M
213,2023,SE,Data Analysis & Analytics,120000.0,North America,100,North America,M
214,2023,SE,Data Analysis & Analytics,75000.0,North America,100,North America,M
215,2023,EN,Data Engineering & Infrastructure,17022.0,Other,100,Other,L
216,2023,SE,Data Science & Machine Learning,68318.0,Other,100,Europe,M
217,2023,MI,Artificial Intelligence (AI),75020.0,Europe,0,Europe,M
218,2023,SE,Data Analysis & Analytics,140000.0,North America,0,North America,M
219,2023,SE,Data Analysis & Analytics,120000.0,North America,0,North America,M
220,2023,SE,Data Engineering & Infrastructure,128000.0,North America,0,North America,M
221,2023,SE,Data Engineering & Infrastructure,81500.0,North America,0,North America,M
222,2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
223,2023,SE,Data Engineering & Infrastructure,115000.0,North America,0,North America,M
224,2023,SE,Data Engineering & Infrastructure,185000.0,North America,0,North America,M
225,2023,SE,Data Engineering & Infrastructure,140000.0,North America,0,North America,M
226,2023,EX,Data Management,301099.75,North America,0,North America,M
227,2023,EX,Data Management,269600.0,North America,0,North America,M
228,2023,SE,Data Management,100000.0,North America,0,North America,M
229,2023,SE,Data Management,80000.0,North America,0,North America,M
230,2023,SE,Data Science & Machine Learning,250000.0,North America,0,North America,M
231,2023,SE,Data Science & Machine Learning,162500.0,North America,0,North America,M
232,2023,MI,Artificial Intelligence (AI),200000.0,North America,100,North America,M
233,2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
234,2023,SE,Data Engineering & Infrastructure,100000.0,North America,0,North America,M
235,2023,EX,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
236,2023,EX,Data Engineering & Infrastructure,115000.0,North America,0,North America,M
237,2023,SE,Data Science & Machine Learning,203500.0,North America,0,North America,M
238,2023,SE,Data Science & Machine Learning,152000.0,North America,0,North America,M
239,2023,SE,Data Science & Machine Learning,239000.0,North America,0,North America,L
240,2023,SE,Data Science & Machine Learning,122900.0,North America,0,North America,L
241,2023,SE,Data Science & Machine Learning,237000.0,North America,0,North America,M
242,2023,SE,Data Science & Machine Learning,145000.0,North America,0,North America,M
243,2023,SE,Data Management,191765.0,North America,0,North America,M
244,2023,SE,Data Management,134236.0,North America,0,North America,M
245,2023,SE,Data Analysis & Analytics,190000.0,North America,100,North America,M
246,2023,SE,Data Analysis & Analytics,112000.0,North America,100,North America,M
247,2022,SE,Data Science & Machine Learning,88256.0,Europe,100,Europe,L
248,2023,EN,Data Engineering & Infrastructure,85000.0,North America,0,North America,M
249,2023,EN,Data Engineering & Infrastructure,65000.0,North America,0,North America,M
250,2023,SE,Data Analysis & Analytics,135000.0,North America,0,North America,M
251,2023,SE,Data Analysis & Analytics,105500.0,North America,0,North America,M
252,2023,SE,Data Science & Machine Learning,293000.0,North America,0,North America,M
253,2023,SE,Data Science & Machine Learning,185000.0,North America,0,North America,M
254,2023,SE,Data Analysis & Analytics,80000.0,North America,0,North America,M
255,2023,SE,Data Analysis & Analytics,70000.0,North America,0,North America,M
256,2023,SE,Data Engineering & Infrastructure,220000.0,North America,100,North America,M
257,2023,SE,Data Engineering & Infrastructure,160000.0,North America,100,North America,M
258,2023,SE,Data Science & Machine Learning,175000.0,North America,100,North America,M
259,2023,SE,Data Science & Machine Learning,145000.0,North America,100,North America,M
260,2023,SE,Data Analysis & Analytics,200000.0,North America,0,North America,M
261,2023,SE,Data Analysis & Analytics,148500.0,North America,0,North America,M
262,2023,SE,Data Science & Machine Learning,48289.0,Europe,0,Europe,M
263,2023,SE,Data Science & Machine Learning,38631.0,Europe,0,Europe,M
264,2023,SE,Data Engineering & Infrastructure,240500.0,North America,0,North America,L
265,2023,SE,Data Engineering & Infrastructure,123700.0,North America,0,North America,L
266,2023,SE,Data Analysis & Analytics,152900.0,North America,100,North America,M
267,2023,SE,Data Analysis & Analytics,117100.0,North America,100,North America,M
268,2023,SE,Data Analysis & Analytics,173000.0,North America,100,North America,M
269,2023,SE,Data Analysis & Analytics,113000.0,North America,100,North America,M
270,2023,SE,Data Science & Machine Learning,260000.0,North America,0,North America,L
271,2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,L
272,2023,EX,Data Engineering & Infrastructure,175000.0,North America,0,North America,M
273,2023,EX,Data Engineering & Infrastructure,110000.0,North America,0,North America,M
274,2023,SE,Data Science & Machine Learning,260000.0,North America,0,North America,L
275,2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,L
276,2023,SE,Data Science & Machine Learning,130000.0,North America,100,North America,M
277,2023,SE,Data Science & Machine Learning,110000.0,North America,100,North America,M
278,2023,SE,Data Science & Machine Learning,205000.0,North America,100,North America,M
279,2023,SE,Data Science & Machine Learning,184000.0,North America,100,North America,M
280,2023,SE,Data Analysis & Analytics,149500.0,North America,100,North America,M
281,2023,SE,Data Analysis & Analytics,127075.0,North America,100,North America,M
282,2023,SE,Data Science & Machine Learning,195000.0,North America,0,North America,M
283,2023,SE,Data Science & Machine Learning,160000.0,North America,0,North America,M
284,2023,SE,Data Engineering & Infrastructure,219535.0,North America,100,North America,M
285,2023,SE,Data Engineering & Infrastructure,146115.0,North America,100,North America,M
286,2023,SE,Data Science & Machine Learning,170000.0,North America,0,North America,M
287,2023,SE,Data Science & Machine Learning,135000.0,North America,0,North America,M
288,2023,SE,Data Science & Machine Learning,175000.0,North America,100,North America,M
289,2023,SE,Data Science & Machine Learning,145000.0,North America,100,North America,M
290,2023,SE,Data Science & Machine Learning,199000.0,North America,0,North America,M
291,2023,SE,Data Science & Machine Learning,162000.0,North America,0,North America,M
292,2023,SE,Data Science & Machine Learning,222200.0,North America,0,North America,L
293,2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,L
294,2023,EX,Data Analysis & Analytics,221000.0,North America,100,North America,M
295,2023,EX,Data Analysis & Analytics,153000.0,North America,100,North America,M
296,2023,SE,Data Analysis & Analytics,187000.0,North America,0,North America,M
297,2023,SE,Data Analysis & Analytics,128000.0,North America,0,North America,M
298,2023,SE,Data Science & Machine Learning,210000.0,North America,0,North America,M
299,2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,M
300,2023,SE,Data Science & Machine Learning,175000.0,North America,100,North America,M
301,2023,SE,Data Science & Machine Learning,100000.0,North America,100,North America,M
302,2023,SE,Data Engineering & Infrastructure,179000.0,North America,0,North America,M
303,2023,SE,Data Engineering & Infrastructure,109000.0,North America,0,North America,M
304,2023,SE,Data Science & Machine Learning,245000.0,North America,0,North America,M
305,2023,SE,Data Science & Machine Learning,180000.0,North America,0,North America,M
306,2023,SE,Data Analysis & Analytics,142000.0,North America,100,North America,M
307,2023,SE,Data Analysis & Analytics,75000.0,North America,100,North America,M
308,2023,SE,Data Management,198800.0,North America,0,North America,M
309,2023,SE,Data Management,105200.0,North America,0,North America,M
310,2023,SE,Data Analysis & Analytics,125000.0,North America,100,North America,M
311,2023,SE,Data Analysis & Analytics,112000.0,North America,100,North America,M
312,2023,SE,Data Science & Machine Learning,210000.0,North America,0,North America,M
313,2023,SE,Data Science & Machine Learning,155000.0,North America,0,North America,M
314,2023,SE,Data Management,115000.0,North America,100,North America,M
315,2023,SE,Data Management,86000.0,North America,100,North America,M
316,2023,SE,Data Science & Machine Learning,165000.0,North America,0,North America,M
317,2023,SE,Data Science & Machine Learning,140000.0,North America,0,North America,M
318,2023,SE,Data Analysis & Analytics,139000.0,North America,0,North America,M
319,2023,SE,Data Analysis & Analytics,106000.0,North America,0,North America,M
320,2023,EN,Data Analysis & Analytics,40663.0,North America,0,North America,L
321,2022,SE,Artificial Intelligence (AI),275000.0,North America,0,North America,S
322,2023,MI,Data Science & Machine Learning,280700.0,North America,100,North America,M
323,2023,MI,Data Science & Machine Learning,150450.0,North America,100,North America,M
324,2023,EN,Data Science & Machine Learning,51753.0,North America,100,North America,L
325,2023,SE,Data Engineering & Infrastructure,250500.0,North America,0,North America,M
326,2023,SE,Data Engineering & Infrastructure,159500.0,North America,0,North America,M
327,2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
328,2023,SE,Data Engineering & Infrastructure,115000.0,North America,0,North America,M
329,2023,SE,Data Analysis & Analytics,140000.0,North America,0,North America,M
330,2023,SE,Data Analysis & Analytics,120000.0,North America,0,North America,M
331,2023,EN,Data Science & Machine Learning,130001.0,North America,100,North America,M
332,2023,EN,Data Science & Machine Learning,71907.0,North America,100,North America,M
333,2023,MI,Data Science & Machine Learning,93918.0,North America,100,North America,M
334,2023,MI,Data Science & Machine Learning,51962.0,North America,100,North America,M
335,2023,SE,Data Analysis & Analytics,175000.0,North America,100,North America,M
336,2023,SE,Data Analysis & Analytics,135000.0,North America,100,North America,M
337,2023,EN,Data Engineering & Infrastructure,85000.0,North America,0,North America,M
338,2023,EN,Data Engineering & Infrastructure,65000.0,North America,0,North America,M
339,2023,SE,Data Science & Machine Learning,257000.0,North America,0,North America,M
340,2023,SE,Data Science & Machine Learning,147000.0,North America,0,North America,M
341,2023,SE,Data Engineering & Infrastructure,222000.0,North America,100,North America,M
342,2023,SE,Data Engineering & Infrastructure,175000.0,North America,100,North America,M
343,2023,SE,Data Science & Machine Learning,203000.0,North America,100,North America,M
344,2023,SE,Data Science & Machine Learning,133200.0,North America,100,North America,M
345,2023,EN,Data Science & Machine Learning,213660.0,North America,0,North America,L
346,2023,EN,Data Science & Machine Learning,130760.0,North America,0,North America,L
347,2023,SE,Data Engineering & Infrastructure,221000.0,North America,0,North America,M
348,2023,SE,Data Engineering & Infrastructure,147000.0,North America,0,North America,M
349,2023,SE,Data Management,100000.0,North America,0,North America,M
350,2023,SE,Data Management,80000.0,North America,0,North America,M
351,2023,SE,Data Science & Machine Learning,185900.0,North America,0,North America,M
352,2023,SE,Data Science & Machine Learning,129300.0,North America,0,North America,M
353,2023,SE,Data Science & Machine Learning,238000.0,North America,100,North America,M
354,2023,SE,Data Science & Machine Learning,156000.0,North America,100,North America,M
355,2023,SE,Data Science & Machine Learning,301099.75,North America,100,North America,M
356,2023,SE,Data Science & Machine Learning,199000.0,North America,100,North America,M
357,2023,MI,Data Engineering & Infrastructure,48289.0,Europe,100,Europe,M
358,2023,SE,Data Engineering & Infrastructure,150000.0,North America,0,North America,M
359,2023,SE,Data Engineering & Infrastructure,130000.0,North America,0,North America,M
360,2023,SE,Data Science & Machine Learning,140000.0,North America,100,North America,M
361,2023,SE,Data Science & Machine Learning,110000.0,North America,100,North America,M
362,2023,MI,Data Analysis & Analytics,90000.0,North America,0,North America,M
363,2023,MI,Data Analysis & Analytics,75000.0,North America,0,North America,M
364,2023,MI,Data Science & Machine Learning,195895.0,Europe,0,Europe,M
365,2023,MI,Data Science & Machine Learning,102772.0,Europe,0,Europe,M
366,2023,SE,Data Engineering & Infrastructure,240000.0,North America,0,North America,M
367,2023,SE,Data Engineering & Infrastructure,183600.0,North America,0,North America,M
368,2023,MI,Data Engineering & Infrastructure,130000.0,North America,0,North America,M
369,2023,MI,Data Engineering & Infrastructure,80000.0,North America,0,North America,M
370,2023,SE,Data Engineering & Infrastructure,250000.0,North America,0,North America,M
371,2023,SE,Data Engineering & Infrastructure,150000.0,North America,0,North America,M
372,2023,SE,Data Analysis & Analytics,160000.0,North America,100,North America,M
373,2023,SE,Data Analysis & Analytics,120000.0,North America,100,North America,M
374,2023,SE,Data Science & Machine Learning,289076.0,North America,0,North America,M
375,2023,SE,Data Science & Machine Learning,202353.0,North America,0,North America,M
376,2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
377,2023,SE,Data Engineering & Infrastructure,120000.0,North America,0,North America,M
378,2023,SE,Data Analysis & Analytics,155000.0,North America,0,North America,M
379,2023,SE,Data Analysis & Analytics,106000.0,North America,0,North America,M
380,2023,SE,Data Engineering & Infrastructure,200000.0,North America,0,North America,M
381,2023,SE,Data Engineering & Infrastructure,160000.0,North America,0,North America,M
382,2023,SE,Data Science & Machine Learning,157750.0,North America,100,North America,M
383,2023,SE,Data Science & Machine Learning,104650.0,North America,100,North America,M
384,2023,MI,Data Science & Machine Learning,180000.0,North America,100,North America,M
385,2023,MI,Data Science & Machine Learning,140000.0,North America,100,North America,M
386,2023,EX,Data Science & Machine Learning,200000.0,North America,0,North America,M
387,2023,EX,Data Science & Machine Learning,145000.0,North America,0,North America,M
388,2023,MI,Data Analysis & Analytics,68000.0,North America,0,North America,L
389,2023,EN,Business Intelligence (BI),60000.0,North America,100,North America,M
390,2023,SE,Data Science & Machine Learning,48289.0,Europe,0,Europe,M
391,2023,SE,Data Science & Machine Learning,38631.0,Europe,0,Europe,M
