work_year,experience_level,job_title,employee_residence,remote_ratio,company_location,company_size,salary_in_usd
2023,SE,Data Science & Machine Learning,North America,100,North America,M,275300.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,183500.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,218500.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,199098.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,203300.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,123600.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,189110.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,139000.0
2023,EX,Data Science & Machine Learning,North America,0,North America,M,258750.0
2023,EX,Data Science & Machine Learning,North America,0,North America,M,185000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,231500.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,166000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,172500.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,110500.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,238000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,176000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,237000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,201450.0
2023,SE,Data Science & Machine Learning,North America,0,North America,L,301099.75
2023,SE,Data Science & Machine Learning,North America,0,North America,L,159100.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,115000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,81500.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,237000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,201450.0
2023,SE,Artificial Intelligence (AI),North America,0,North America,M,280000.0
2023,SE,Artificial Intelligence (AI),North America,0,North America,M,210000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,280100.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,168100.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,193500.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,139000.0
2023,MI,Data Science & Machine Learning,Other,0,Other,L,65062.0
2023,SE,Data Science & Machine Learning,Europe,100,North America,M,150000.0
2023,MI,Data Science & Machine Learning,Other,100,Europe,S,69751.0
2022,EN,Artificial Intelligence (AI),Other,50,Other,L,300000.0
2023,MI,Data Science & Machine Learning,Europe,100,Europe,L,96578.0
2023,SE,Business Intelligence (BI),North America,0,North America,M,185900.0
2023,SE,Business Intelligence (BI),North America,0,North America,M,129300.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,225000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,175000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,185000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,140000.0
2023,SE,Data Science & Machine Learning,Europe,0,Europe,M,48289.0
2023,SE,Data Science & Machine Learning,Europe,0,Europe,M,38631.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,105000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,70000.0
2023,EN,Data Science & Machine Learning,North America,0,North America,M,163196.0
2023,EN,Data Science & Machine Learning,North America,0,North America,M,145885.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,217000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,185000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,L,202800.0
2023,SE,Data Analysis & Analytics,North America,0,North America,L,104300.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,145000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,65000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,165000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,132300.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,179170.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,94300.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,152500.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,116450.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,247300.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,133800.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,203000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,133000.0
2023,EN,Data Science & Machine Learning,North America,50,North America,L,220000.0
2022,EN,Data Science & Machine Learning,Europe,100,Europe,S,56536.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,150000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,120000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,289800.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,214000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,179820.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,143860.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,283200.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,188800.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,289800.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,214200.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,185900.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,129300.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,252000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,129000.0
2023,MI,Data Analysis & Analytics,North America,0,North America,M,155000.0
2023,MI,Data Analysis & Analytics,North America,0,North America,M,140000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,161800.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,141600.0
2023,SE,Data Science & Machine Learning,North America,0,North America,L,301099.75
2023,SE,Data Science & Machine Learning,North America,0,North America,L,176100.0
2023,MI,Data Engineering & Infrastructure,North America,100,North America,M,100000.0
2023,MI,Data Engineering & Infrastructure,North America,100,North America,M,70000.0
2023,EN,Data Engineering & Infrastructure,North America,0,North America,M,85000.0
2023,EN,Data Engineering & Infrastructure,North America,0,North America,M,65000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,138784.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,83270.0
2023,EN,Data Analysis & Analytics,North America,0,North America,M,75000.0
2023,EN,Data Analysis & Analytics,North America,0,North America,M,70000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,204500.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,138900.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,301099.75
2023,SE,Data Science & Machine Learning,North America,100,North America,M,212200.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,95000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,75000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,195000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,160000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,230000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,143200.0
2023,MI,Data Engineering & Infrastructure,North America,100,North America,M,100000.0
2023,MI,Data Engineering & Infrastructure,North America,100,North America,M,70000.0
2023,MI,Data Analysis & Analytics,North America,50,North America,L,105000.0
2023,MI,Data Science & Machine Learning,Other,100,Other,L,20670.0
2023,MI,Data Analysis & Analytics,Europe,0,Europe,M,46178.0
2023,MI,Data Analysis & Analytics,Europe,0,Europe,M,42533.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,145000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,115000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,168400.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,105200.0
2023,SE,Data Science & Machine Learning,North America,0,North America,L,301099.75
2023,SE,Data Science & Machine Learning,North America,0,North America,L,159100.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,190000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,150000.0
2023,MI,Data Engineering & Infrastructure,North America,0,North America,M,162500.0
2023,MI,Data Engineering & Infrastructure,North America,0,North America,M,130000.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,150000.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,120000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,145000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,120000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,L,222200.0
2023,SE,Data Science & Machine Learning,North America,0,North America,L,136000.0
2023,SE,Data Analysis & Analytics,Other,100,Other,M,54685.0
2023,SE,Data Analysis & Analytics,Other,100,Other,M,42533.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,241000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,155000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,220000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,190000.0
2023,MI,Data Science & Machine Learning,Europe,0,Europe,M,66837.0
2023,MI,Data Science & Machine Learning,Europe,0,Europe,M,54685.0
2020,EX,Data Analysis & Analytics,Other,0,North America,M,15000.0
2023,MI,Data Engineering & Infrastructure,Europe,100,Europe,M,85066.0
2023,MI,Data Engineering & Infrastructure,Europe,100,Europe,M,57723.0
2023,EN,Data Analysis & Analytics,North America,100,North America,M,85000.0
2023,EN,Data Analysis & Analytics,North America,100,North America,M,75000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,160000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,140000.0
2023,MI,Data Science & Machine Learning,North America,0,North America,M,300000.0
2023,MI,Data Science & Machine Learning,North America,0,North America,M,250000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,228000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,186000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,190000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,170000.0
2023,MI,Data Science & Machine Learning,North America,0,North America,M,230000.0
2023,MI,Data Science & Machine Learning,North America,0,North America,M,200000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,180000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,115000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,200000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,115000.0
2023,SE,Data Engineering & Infrastructure,Europe,50,Europe,S,53654.0
2023,EX,Data Engineering & Infrastructure,North America,0,North America,M,220000.0
2023,EX,Data Engineering & Infrastructure,North America,0,North America,M,205000.0
2023,MI,Data Engineering & Infrastructure,North America,0,North America,M,180000.0
2023,MI,Data Engineering & Infrastructure,North America,0,North America,M,130000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,200000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,150000.0
2023,SE,Artificial Intelligence (AI),North America,0,North America,M,215000.0
2023,SE,Artificial Intelligence (AI),North America,0,North America,M,170000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,247500.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,172200.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,224000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,176000.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,120000.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,75000.0
2023,EN,Data Engineering & Infrastructure,Other,100,Other,L,17022.0
2023,SE,Data Science & Machine Learning,Other,100,Europe,M,68318.0
2023,MI,Artificial Intelligence (AI),Europe,0,Europe,M,75020.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,140000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,120000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,128000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,81500.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,145000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,115000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,185000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,140000.0
2023,EX,Data Management,North America,0,North America,M,301099.75
2023,EX,Data Management,North America,0,North America,M,269600.0
2023,SE,Data Management,North America,0,North America,M,100000.0
2023,SE,Data Management,North America,0,North America,M,80000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,250000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,162500.0
2023,MI,Artificial Intelligence (AI),North America,100,North America,M,200000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,145000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,100000.0
2023,EX,Data Engineering & Infrastructure,North America,0,North America,M,145000.0
2023,EX,Data Engineering & Infrastructure,North America,0,North America,M,115000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,203500.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,152000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,L,239000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,L,122900.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,237000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,145000.0
2023,SE,Data Management,North America,0,North America,M,191765.0
2023,SE,Data Management,North America,0,North America,M,134236.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,190000.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,112000.0
2022,SE,Data Science & Machine Learning,Europe,100,Europe,L,88256.0
2023,EN,Data Engineering & Infrastructure,North America,0,North America,M,85000.0
2023,EN,Data Engineering & Infrastructure,North America,0,North America,M,65000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,135000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,105500.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,293000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,185000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,80000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,70000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,220000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,160000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,175000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,145000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,200000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,148500.0
2023,SE,Data Science & Machine Learning,Europe,0,Europe,M,48289.0
2023,SE,Data Science & Machine Learning,Europe,0,Europe,M,38631.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,L,240500.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,L,123700.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,152900.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,117100.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,173000.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,113000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,L,260000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,L,136000.0
2023,EX,Data Engineering & Infrastructure,North America,0,North America,M,175000.0
2023,EX,Data Engineering & Infrastructure,North America,0,North America,M,110000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,L,260000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,L,136000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,130000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,110000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,205000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,184000.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,149500.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,127075.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,195000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,160000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,219535.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,146115.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,170000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,135000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,175000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,145000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,199000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,162000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,L,222200.0
2023,SE,Data Science & Machine Learning,North America,0,North America,L,136000.0
2023,EX,Data Analysis & Analytics,North America,100,North America,M,221000.0
2023,EX,Data Analysis & Analytics,North America,100,North America,M,153000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,187000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,128000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,210000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,136000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,175000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,100000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,179000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,109000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,245000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,180000.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,142000.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,75000.0
2023,SE,Data Management,North America,0,North America,M,198800.0
2023,SE,Data Management,North America,0,North America,M,105200.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,125000.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,112000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,210000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,155000.0
2023,SE,Data Management,North America,100,North America,M,115000.0
2023,SE,Data Management,North America,100,North America,M,86000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,165000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,140000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,139000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,106000.0
2023,EN,Data Analysis & Analytics,North America,0,North America,L,40663.0
2022,SE,Artificial Intelligence (AI),North America,0,North America,S,275000.0
2023,MI,Data Science & Machine Learning,North America,100,North America,M,280700.0
2023,MI,Data Science & Machine Learning,North America,100,North America,M,150450.0
2023,EN,Data Science & Machine Learning,North America,100,North America,L,51753.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,250500.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,159500.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,145000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,115000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,140000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,120000.0
2023,EN,Data Science & Machine Learning,North America,100,North America,M,130001.0
2023,EN,Data Science & Machine Learning,North America,100,North America,M,71907.0
2023,MI,Data Science & Machine Learning,North America,100,North America,M,93918.0
2023,MI,Data Science & Machine Learning,North America,100,North America,M,51962.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,175000.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,135000.0
2023,EN,Data Engineering & Infrastructure,North America,0,North America,M,85000.0
2023,EN,Data Engineering & Infrastructure,North America,0,North America,M,65000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,257000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,147000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,222000.0
2023,SE,Data Engineering & Infrastructure,North America,100,North America,M,175000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,203000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,133200.0
2023,EN,Data Science & Machine Learning,North America,0,North America,L,213660.0
2023,EN,Data Science & Machine Learning,North America,0,North America,L,130760.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,221000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,147000.0
2023,SE,Data Management,North America,0,North America,M,100000.0
2023,SE,Data Management,North America,0,North America,M,80000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,185900.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,129300.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,238000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,156000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,301099.75
2023,SE,Data Science & Machine Learning,North America,100,North America,M,199000.0
2023,MI,Data Engineering & Infrastructure,Europe,100,Europe,M,48289.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,150000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,130000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,140000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,110000.0
2023,MI,Data Analysis & Analytics,North America,0,North America,M,90000.0
2023,MI,Data Analysis & Analytics,North America,0,North America,M,75000.0
2023,MI,Data Science & Machine Learning,Europe,0,Europe,M,195895.0
2023,MI,Data Science & Machine Learning,Europe,0,Europe,M,102772.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,240000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,183600.0
2023,MI,Data Engineering & Infrastructure,North America,0,North America,M,130000.0
2023,MI,Data Engineering & Infrastructure,North America,0,North America,M,80000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,250000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,150000.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,160000.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,120000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,289076.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,202353.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,145000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,120000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,155000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,106000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,200000.0
2023,SE,Data Engineering & Infrastructure,North America,0,North America,M,160000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,157750.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,104650.0
2023,MI,Data Science & Machine Learning,North America,100,North America,M,180000.0
2023,MI,Data Science & Machine Learning,North America,100,North America,M,140000.0
2023,EX,Data Science & Machine Learning,North America,0,North America,M,200000.0
2023,EX,Data Science & Machine Learning,North America,0,North America,M,145000.0
2023,MI,Data Analysis & Analytics,North America,0,North America,L,68000.0
2023,EN,Business Intelligence (BI),North America,100,North America,M,60000.0
2023,SE,Data Science & Machine Learning,Europe,0,Europe,M,48289.0
2023,SE,Data Science & Machine Learning,Europe,0,Europe,M,38631.0
2023,EN,Data Engineering & Infrastructure,North America,0,North America,M,85000.0
2023,EN,Data Engineering & Infrastructure,North America,0,North America,M,65000.0
2023,MI,Data Engineering & Infrastructure,North America,0,North America,M,125000.0
2023,MI,Data Engineering & Infrastructure,North America,0,North America,M,90000.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,105000.0
2023,SE,Data Analysis & Analytics,North America,100,North America,M,90000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,179820.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,143860.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,135000.0
2023,SE,Data Analysis & Analytics,North America,0,North America,M,105500.0
2023,EN,Data Science & Machine Learning,North America,0,North America,M,155000.0
2023,EN,Data Science & Machine Learning,North America,0,North America,M,125000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,241000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,181000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,252000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,154000.0
2023,EX,Data Engineering & Infrastructure,North America,0,North America,M,180000.0
2023,EX,Data Engineering & Infrastructure,North America,0,North America,M,155000.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,191765.0
2023,SE,Data Science & Machine Learning,North America,0,North America,M,134236.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,175000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,145000.0
2023,SE,Data Science & Machine Learning,North America,100,North America,M,237000.0
