work_year,experience_level,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,140000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,Europe,0,Europe,M
2023,SE,Data Science & Machine Learning,131526.0,Europe,0,Europe,M
2023,SE,Data Science & Machine Learning,105000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,EN,Data Science & Machine Learning,163196.0,North America,0,North America,M
2023,EN,Data Science & Machine Learning,145885.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,L
2023,SE,Data Analysis & Analytics,104300.0,North America,0,North America,L
2023,SE,Data Analysis & Analytics,145000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,165000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,132300.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,94300.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,152500.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,116450.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,133800.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,133000.0,North America,0,North America,M
2023,EN,Data Science & Machine Learning,131526.0,North America,50,North America,L
2022,EN,Data Science & Machine Learning,131526.0,Europe,100,Europe,S
2023,SE,Data Science & Machine Learning,150000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,120000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,143860.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,129300.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,129000.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,155000.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,140000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,161800.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,141600.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,L
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,L
2023,MI,Data Engineering & Infrastructure,100000.0,North America,100,North America,M
2023,MI,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,EN,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,EN,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,138784.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,EN,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,EN,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,138900.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,95000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,160000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,143200.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,100000.0,North America,100,North America,M
2023,MI,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,MI,Data Analysis & Analytics,105000.0,North America,50,North America,L
2023,MI,Data Science & Machine Learning,131526.0,Other,100,Other,L
2023,MI,Data Analysis & Analytics,131526.0,Europe,0,Europe,M
2023,MI,Data Analysis & Analytics,131526.0,Europe,0,Europe,M
2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,115000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,168400.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,105200.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,L
2023,SE,Data Science & Machine Learning,159100.0,North America,0,North America,L
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,150000.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,162500.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,130000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,150000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,120000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,120000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,L
2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,L
2023,SE,Data Analysis & Analytics,131526.0,Other,100,Other,M
2023,SE,Data Analysis & Analytics,131526.0,Other,100,Other,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,155000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,MI,Data Science & Machine Learning,131526.0,Europe,0,Europe,M
2023,MI,Data Science & Machine Learning,131526.0,Europe,0,Europe,M
2020,EX,Data Analysis & Analytics,131526.0,Other,0,North America,M
2023,MI,Data Engineering & Infrastructure,131526.0,Europe,100,Europe,M
2023,MI,Data Engineering & Infrastructure,131526.0,Europe,100,Europe,M
2023,EN,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,EN,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,160000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,140000.0,North America,0,North America,M
2023,MI,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,MI,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,170000.0,North America,0,North America,M
2023,MI,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,MI,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,115000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,115000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,Europe,50,Europe,S
2023,EX,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,EX,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,130000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,150000.0,North America,100,North America,M
2023,SE,Artificial Intelligence (AI),131526.0,North America,0,North America,M
2023,SE,Artificial Intelligence (AI),170000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,172200.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,120000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,EN,Data Engineering & Infrastructure,131526.0,Other,100,Other,L
2023,SE,Data Science & Machine Learning,131526.0,Other,100,Europe,M
2023,MI,Artificial Intelligence (AI),131526.0,Europe,0,Europe,M
2023,SE,Data Analysis & Analytics,140000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,120000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,128000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,115000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,140000.0,North America,0,North America,M
2023,EX,Data Management,131526.0,North America,0,North America,M
2023,EX,Data Management,131526.0,North America,0,North America,M
2023,SE,Data Management,100000.0,North America,0,North America,M
2023,SE,Data Management,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,162500.0,North America,0,North America,M
2023,MI,Artificial Intelligence (AI),131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,100000.0,North America,0,North America,M
2023,EX,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
2023,EX,Data Engineering & Infrastructure,115000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,152000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,L
2023,SE,Data Science & Machine Learning,122900.0,North America,0,North America,L
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,145000.0,North America,0,North America,M
2023,SE,Data Management,131526.0,North America,0,North America,M
2023,SE,Data Management,134236.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,112000.0,North America,100,North America,M
2022,SE,Data Science & Machine Learning,131526.0,Europe,100,Europe,L
2023,EN,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,EN,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,135000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,105500.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,160000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,175000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,145000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,148500.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,Europe,0,Europe,M
2023,SE,Data Science & Machine Learning,131526.0,Europe,0,Europe,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,L
2023,SE,Data Engineering & Infrastructure,123700.0,North America,0,North America,L
2023,SE,Data Analysis & Analytics,152900.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,117100.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,173000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,113000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,L
2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,L
2023,EX,Data Engineering & Infrastructure,175000.0,North America,0,North America,M
2023,EX,Data Engineering & Infrastructure,110000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,L
2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,L
2023,SE,Data Science & Machine Learning,130000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,110000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,149500.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,127075.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,160000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,146115.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,170000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,135000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,175000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,145000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,162000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,L
2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,L
2023,EX,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,EX,Data Analysis & Analytics,153000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,128000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,175000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,100000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,109000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,142000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,SE,Data Management,131526.0,North America,0,North America,M
2023,SE,Data Management,105200.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,125000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,112000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,155000.0,North America,0,North America,M
2023,SE,Data Management,115000.0,North America,100,North America,M
2023,SE,Data Management,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,165000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,140000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,139000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,106000.0,North America,0,North America,M
2023,EN,Data Analysis & Analytics,131526.0,North America,0,North America,L
2022,SE,Artificial Intelligence (AI),131526.0,North America,0,North America,S
2023,MI,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,MI,Data Science & Machine Learning,150450.0,North America,100,North America,M
2023,EN,Data Science & Machine Learning,131526.0,North America,100,North America,L
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,159500.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,115000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,140000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,120000.0,North America,0,North America,M
2023,EN,Data Science & Machine Learning,130001.0,North America,100,North America,M
2023,EN,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,MI,Data Science & Machine Learning,93918.0,North America,100,North America,M
2023,MI,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,175000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,135000.0,North America,100,North America,M
2023,EN,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,EN,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,147000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,175000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,133200.0,North America,100,North America,M
2023,EN,Data Science & Machine Learning,131526.0,North America,0,North America,L
2023,EN,Data Science & Machine Learning,130760.0,North America,0,North America,L
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,147000.0,North America,0,North America,M
2023,SE,Data Management,100000.0,North America,0,North America,M
2023,SE,Data Management,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,129300.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,156000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,MI,Data Engineering & Infrastructure,131526.0,Europe,100,Europe,M
2023,SE,Data Engineering & Infrastructure,150000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,130000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,140000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,110000.0,North America,100,North America,M
2023,MI,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,MI,Data Science & Machine Learning,131526.0,Europe,0,Europe,M
2023,MI,Data Science & Machine Learning,102772.0,Europe,0,Europe,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,130000.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,150000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,160000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,120000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,120000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,155000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,106000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,160000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,157750.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,104650.0,North America,100,North America,M
2023,MI,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,MI,Data Science & Machine Learning,140000.0,North America,100,North America,M
2023,EX,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,EX,Data Science & Machine Learning,145000.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,131526.0,North America,0,North America,L
2023,EN,Business Intelligence (BI),131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,Europe,0,Europe,M
2023,SE,Data Science & Machine Learning,131526.0,Europe,0,Europe,M
2023,EN,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,EN,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,125000.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,105000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,143860.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,135000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,105500.0,North America,0,North America,M
2023,EN,Data Science & Machine Learning,155000.0,North America,0,North America,M
2023,EN,Data Science & Machine Learning,125000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,154000.0,North America,0,North America,M
2023,EX,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,EX,Data Engineering & Infrastructure,155000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,134236.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,175000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,145000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
