,work_year,experience_level,job_title,remote_ratio,company_size,salary_in_usd
432,2023,SE,Data Engineer,0,M,165000
433,2023,SE,Data Engineer,0,M,132300
434,2023,SE,Data Scientist,0,M,225000
435,2023,SE,Data Scientist,0,M,175000
436,2023,SE,Data Engineer,0,M,230000
437,2023,SE,Data Engineer,0,M,124500
438,2023,SE,Machine Learning Engineer,0,M,247500
439,2023,SE,Machine Learning Engineer,0,M,172200
440,2023,SE,Data Analyst,0,M,175000
441,2023,SE,Data Analyst,0,M,145000
442,2023,SE,Data Analyst,0,M,148700
443,2023,SE,Data Analyst,0,M,125600
444,2023,SE,Data Engineer,0,M,145000
445,2023,SE,Data Engineer,0,M,115000
446,2023,SE,Research Scientist,0,M,200000
447,2023,SE,Research Scientist,0,M,150000
448,2023,EN,Research Engineer,0,M,160000
449,2023,EN,Research Engineer,0,M,120000
450,2023,SE,Data Analyst,100,M,185000
451,2023,SE,Data Analyst,100,M,120250
452,2023,SE,Data Scientist,100,M,275300
453,2023,SE,Data Scientist,100,M,183000
454,2023,SE,Data Architect,100,M,170000
455,2023,SE,Data Architect,100,M,125000
456,2023,MI,Data Architect,0,M,167500
457,2023,MI,Data Architect,0,M,106500
458,2023,SE,Research Scientist,0,M,250000
459,2023,SE,Research Scientist,0,M,200000
460,2023,MI,Machine Learning Engineer,50,L,135000
461,2023,SE,Machine Learning Engineer,100,M,216000
462,2023,SE,Machine Learning Engineer,100,M,184000
463,2023,SE,Data Engineer,100,M,180000
464,2023,SE,Data Engineer,100,M,165000
465,2023,SE,Data Scientist,0,M,185900
466,2023,SE,Data Scientist,0,M,129300
467,2023,SE,Data Engineer,0,M,145000
468,2023,SE,Data Engineer,0,M,120000
469,2023,MI,Data Engineer,0,M,143865
470,2023,MI,Data Engineer,0,M,115092
471,2023,MI,Machine Learning Engineer,0,M,130000
472,2023,MI,Machine Learning Engineer,0,M,90000
473,2023,SE,Data Scientist,100,M,173000
474,2023,SE,Data Scientist,100,M,132000
475,2023,SE,Data Analyst,0,M,208049
476,2023,SE,Data Analyst,0,M,128500
477,2023,SE,Analytics Engineer,0,M,179820
478,2023,SE,Analytics Engineer,0,M,143860
479,2023,SE,Data Engineer,0,M,167500
480,2023,SE,Data Engineer,0,M,106500
481,2023,SE,Data Scientist,100,M,275300
482,2023,SE,Data Scientist,100,M,183500
483,2023,MI,Data Engineer,0,M,149600
484,2023,MI,Data Engineer,0,M,102000
485,2023,EX,Data Scientist,0,M,145000
486,2023,EX,Data Scientist,0,M,100000
487,2023,SE,Data Analyst,100,M,190000
488,2023,SE,Data Analyst,100,M,95000
489,2023,SE,Data Analyst,0,M,153600
490,2023,SE,Data Analyst,0,M,106800
491,2023,MI,Data Analyst,0,M,128000
492,2023,MI,Data Analyst,0,M,85000
493,2023,MI,Data Engineer,0,M,151000
494,2023,MI,Data Engineer,0,M,140000
495,2023,SE,Data Scientist,100,M,275300
496,2023,SE,Data Scientist,100,M,183500
497,2023,SE,Machine Learning Scientist,0,M,220000
498,2023,SE,Machine Learning Scientist,0,M,170000
499,2023,SE,Data Analyst,0,M,135000
500,2023,SE,Data Analyst,0,M,105500
501,2023,SE,Data Analyst,100,M,100000
502,2023,SE,Data Analyst,100,M,80000
503,2023,MI,Data Analyst,0,M,154000
504,2023,MI,Data Analyst,0,M,143000
505,2023,EN,Data Scientist,0,M,190000
506,2023,EN,Data Scientist,0,M,120000
507,2023,SE,Data Engineer,0,M,150000
508,2023,SE,Data Engineer,0,M,111000
509,2023,EX,Data Engineer,0,M,265000
510,2023,EX,Data Engineer,0,M,235000
511,2023,SE,Data Engineer,100,M,160000
512,2023,SE,Data Engineer,100,M,130000
513,2023,MI,Data Engineer,100,M,75000
514,2023,MI,Data Engineer,100,M,60400
515,2023,EN,Data Analyst,100,M,85000
516,2023,EN,Data Analyst,100,M,75000
517,2023,SE,Data Engineer,0,M,252000
518,2023,SE,Data Engineer,0,M,129000
519,2023,EN,Data Engineer,100,M,92700
520,2023,EN,Data Engineer,100,M,61800
521,2023,MI,Data Analyst,100,M,83500
522,2023,MI,Data Analyst,100,M,52500
523,2023,SE,Data Scientist,0,M,201036
524,2023,SE,Data Scientist,0,M,134024
525,2023,SE,Data Analyst,100,M,165000
526,2023,SE,Data Analyst,100,M,140000
527,2023,EN,Data Engineer,100,M,62000
528,2023,EN,Data Engineer,100,M,58000
529,2023,SE,Data Scientist,0,M,172000
530,2023,SE,Data Scientist,0,M,115000
531,2023,EN,Data Engineer,0,M,125000
532,2023,EN,Data Engineer,0,M,90000
533,2023,SE,Data Engineer,0,M,163800
534,2023,SE,Data Engineer,0,M,126000
535,2023,SE,Data Scientist,100,M,237000
536,2023,SE,Data Scientist,100,M,145000
537,2023,MI,Data Engineer,100,M,90000
538,2023,MI,Data Engineer,100,M,90000
539,2023,SE,Data Engineer,0,M,139500
540,2023,SE,Data Engineer,0,M,109400
541,2023,MI,Data Engineer,0,M,145000
542,2023,MI,Data Engineer,0,M,120000
543,2023,SE,Data Engineer,0,L,205600
544,2023,SE,Data Engineer,0,L,105700
545,2023,SE,Data Engineer,0,M,252000
546,2023,SE,Data Engineer,0,M,129000
547,2023,SE,Data Scientist,0,M,239748
548,2023,SE,Data Scientist,0,M,159832
549,2023,SE,Data Scientist,100,M,186300
550,2023,SE,Data Scientist,100,M,102500
551,2023,SE,Data Engineer,0,M,165000
552,2023,SE,Data Engineer,0,M,132300
553,2023,SE,Data Scientist,0,M,190000
554,2023,SE,Data Scientist,0,M,126000
555,2023,SE,Data Architect,100,M,149040
556,2023,SE,Data Architect,100,M,113900
557,2023,SE,Data Engineer,100,M,153600
558,2023,SE,Data Engineer,100,M,106800
559,2023,SE,Data Engineer,100,M,172600
560,2023,SE,Data Engineer,100,M,107900
561,2023,SE,Data Analyst,0,M,180180
562,2023,SE,Data Analyst,0,M,106020
563,2023,SE,Data Architect,100,M,376080
564,2023,SE,Data Architect,100,M,213120
565,2023,SE,Data Analyst,0,M,153600
566,2023,SE,Data Analyst,0,M,100500
567,2023,SE,Data Analyst,100,M,206500
568,2023,SE,Data Analyst,100,M,121600
569,2023,SE,Data Engineer,0,M,260000
570,2023,SE,Data Engineer,0,M,225000
571,2023,EX,Data Engineer,0,M,194500
572,2023,EX,Data Engineer,0,M,115500
573,2023,SE,Cloud Database Engineer,100,L,170000
574,2023,SE,Applied Machine Learning Scientist,100,L,90000
575,2023,EN,Data Analyst,100,M,95000
576,2023,EN,Data Analyst,100,M,70000
577,2023,SE,Data Engineer,0,M,275000
578,2023,SE,Data Engineer,0,M,160000
579,2023,SE,Data Analyst,100,M,115934
580,2023,SE,Data Analyst,100,M,81666
581,2023,SE,Data Scientist,0,M,175000
582,2023,SE,Data Scientist,0,M,120000
583,2023,SE,Machine Learning Engineer,100,M,150000
584,2023,SE,Machine Learning Engineer,100,M,120000
585,2023,SE,Research Engineer,0,M,200000
586,2023,SE,Research Engineer,0,M,175000
587,2023,MI,Data Analyst,0,M,206000
588,2023,MI,Data Analyst,0,M,130000
589,2023,SE,Data Analyst,100,M,110000
590,2023,SE,Data Analyst,100,M,75000
591,2023,SE,Analytics Engineer,0,M,130000
592,2023,SE,Analytics Engineer,0,M,87000
593,2023,MI,Data Analyst,0,M,160000
594,2023,MI,Data Analyst,0,M,112000
595,2023,MI,Data Engineer,0,M,162500
596,2023,MI,Data Engineer,0,M,130000
597,2023,SE,Data Science Manager,0,M,299500
598,2023,SE,Data Science Manager,0,M,245100
599,2023,MI,Data Scientist,0,M,145000
600,2023,MI,Data Scientist,0,M,100000
601,2023,SE,Data Engineer,0,M,147100
602,2023,SE,Data Engineer,0,M,90700
603,2023,EN,Data Engineer,0,M,115100
604,2023,EN,Data Engineer,0,M,73900
605,2023,SE,Data Engineer,0,M,168400
606,2023,SE,Data Engineer,0,M,105200
607,2023,SE,Data Scientist,0,M,210000
608,2023,SE,Data Scientist,0,M,160000
609,2023,MI,Data Scientist,0,M,145000
610,2023,MI,Data Scientist,0,M,100000
611,2023,SE,Applied Scientist,0,L,222200
612,2023,SE,Applied Scientist,0,L,136000
613,2023,MI,Data Analyst,0,M,100000
614,2023,MI,Data Analyst,0,M,85000
615,2023,EX,Data Scientist,0,M,200000
616,2023,EX,Data Scientist,0,M,145000
617,2023,MI,Data Engineer,0,M,140000
